id,intakereason,animalname,breedname,basecolour,speciesname,animalage,sexname,movementtype,intakedate,movementdate,Time take to move out
55303,Unsuitable Accommodation,Binks,Domestic Short Hair,Black,Cat,3 years 8 months.,Male,Adoption,,,
55304,Unable to Afford,Tike,Chihuahua/Yorkshire Terrier,Tan and Black,Dog,1 year 9 months.,Male,Foster,28/Mar/17,4/Apr/17,7.00
55304,Unable to Afford,Tike,Chihuahua/Yorkshire Terrier,Tan and Black,Dog,1 year 9 months.,Male,Foster,28/Mar/17,7/May/17,40.00
55304,Unable to Afford,Tike,Chihuahua/Yorkshire Terrier,Tan and Black,Dog,1 year 9 months.,Male,Foster,28/Mar/17,1/Apr/17,4.00
55304,Unable to Afford,Tike,Chihuahua/Yorkshire Terrier,Tan and Black,Dog,1 year 9 months.,Male,Adoption,28/Mar/17,10/Apr/17,13.00
55305,Unable to Afford,Rebekkah,Chihuahua/Yorkshire Terrier,Black and Tan,Dog,1 year 9 months.,Female,Foster,29/Mar/17,29/Mar/17,#NUM!
55305,Unable to Afford,Rebekkah,Chihuahua/Yorkshire Terrier,Black and Tan,Dog,1 year 9 months.,Female,Foster,29/Mar/17,15/Apr/17,17.00
55305,Unable to Afford,Rebekkah,Chihuahua/Yorkshire Terrier,Black and Tan,Dog,1 year 9 months.,Female,Foster,29/Mar/17,22/Apr/17,24.00
55305,Unable to Afford,Rebekkah,Chihuahua/Yorkshire Terrier,Black and Tan,Dog,1 year 9 months.,Female,Adoption,29/Mar/17,28/Apr/17,30.00
55307,Unable to Afford,Elizabeth,Chihuahua/Yorkshire Terrier,Brown and Black,Dog,1 year 9 months.,Female,Foster,29/Mar/17,29/Mar/17,#NUM!
55307,Unable to Afford,Elizabeth,Chihuahua/Yorkshire Terrier,Brown and Black,Dog,1 year 9 months.,Female,Foster,29/Mar/17,15/Apr/17,17.00
55307,Unable to Afford,Elizabeth,Chihuahua/Yorkshire Terrier,Brown and Black,Dog,1 year 9 months.,Female,Foster,29/Mar/17,22/Apr/17,24.00
55307,Unable to Afford,Elizabeth,Chihuahua/Yorkshire Terrier,Brown and Black,Dog,1 year 9 months.,Female,Adoption,29/Mar/17,28/Apr/17,30.00
55308,Unsuitable Accommodation,Gus,Labrador Retriever/Mix,Black and White,Dog,3 years 10 months.,Male,Reclaimed,,,
55309,Incompatible with owner lifestyle,Mike,Fancy,White and Grey,Rat,2 years 7 months.,Male,Transfer,,,
55310,Incompatible with owner lifestyle,Steve,Fancy,White and Grey,Rat,2 years 7 months.,Male,Transfer,,,
55311,Incompatible with owner lifestyle,Kevin,Fancy,White and Grey,Rat,2 years 7 months.,Male,Transfer,,,
55312,Incompatible with owner lifestyle,Harlen,Fancy,White and Grey,Rat,2 years 7 months.,Unknown,Transfer,,,
55313,Incompatible with owner lifestyle,Edward,Fancy,White and Liver,Rat,2 years 7 months.,Male,Adoption,,,
55314,Incompatible with owner lifestyle,Ike,Fancy,White and Liver,Rat,2 years 7 months.,Unknown,Adoption,,,
55315,Incompatible with owner lifestyle,Parker,Fancy,White and Grey,Rat,2 years 7 months.,Male,Transfer,,,
55316,Incompatible with owner lifestyle,Douglas,Fancy,White and Liver,Rat,2 years 7 months.,Male,Transfer,,,
55317,Incompatible with owner lifestyle,Jeffrey,Fancy,White and Liver,Rat,2 years 7 months.,Male,Transfer,,,
55318,Incompatible with owner lifestyle,Elizabeth,Fancy,White and Liver,Rat,2 years 7 months.,Female,Transfer,,,
55319,Incompatible with owner lifestyle,Fanny,Fancy,White and Grey,Rat,2 years 7 months.,Female,Transfer,,,
55320,Incompatible with owner lifestyle,Neve,Fancy,White and Liver,Rat,2 years 7 months.,Female,Transfer,,,
55321,Incompatible with owner lifestyle,Gnarly Britches Face-Head,Fancy,White and Grey,Rat,2 years 7 months.,Unknown,Transfer,,,
55322,Stray,Penny,Chihuahua/Mix,Brown and White,Dog,3 years 0 months.,Female,Adoption,29/Mar/17,29/Mar/17,#NUM!
55322,Stray,Penny,Chihuahua/Mix,Brown and White,Dog,3 years 0 months.,Female,Adoption,29/Mar/17,15/Apr/17,17.00
55323,Stray,Whisky,Shep Mix/Hound,Black and Tan,Dog,2 years 1 month.,Male,Adoption,29/Mar/17,22/Apr/17,24.00
55324,Incompatible with owner lifestyle,Dozer,Fancy,White and Grey,Rat,2 years 7 months.,Unknown,Transfer,,,
55325,Incompatible with owner lifestyle,Rebel,Fancy,White and Grey,Rat,2 years 7 months.,Unknown,Transfer,,,
55326,Incompatible with owner lifestyle,Mango Ma`am,Fancy,White and Grey,Rat,2 years 7 months.,Unknown,Transfer,,,
55327,Incompatible with owner lifestyle,Neddy,Fancy,White and Grey,Rat,2 years 7 months.,Unknown,Transfer,,,
55328,Incompatible with owner lifestyle,Kia,Fancy,White and Grey,Rat,2 years 7 months.,Unknown,Transfer,,,
55329,Incompatible with owner lifestyle,Loogaroo,Fancy,White and Grey,Rat,2 years 7 months.,Unknown,Transfer,,,
55330,Incompatible with owner lifestyle,Naga,Fancy,White and Grey,Rat,2 years 7 months.,Unknown,Transfer,,,
55331,Incompatible with owner lifestyle,Drifter,Fancy,White and Grey,Rat,2 years 7 months.,Unknown,Transfer,,,
55332,Incompatible with owner lifestyle,Hyzenthlay,Fancy,White and Grey,Rat,2 years 7 months.,Unknown,Transfer,,,
55333,Incompatible with owner lifestyle,Manx,Fancy,White and Grey,Rat,2 years 7 months.,Unknown,Transfer,,,
55334,Stray,Hermie,Pitbull/Mix,White and Tan,Dog,3 years 9 months.,Male,Adoption,29/Mar/17,28/Apr/17,30.00
55335,Stray,Tuff,Hound/German Shepherd Dog,Brown,Dog,3 years 7 months.,Male,Foster,29/Mar/17,29/Mar/17,#NUM!
55335,Stray,Tuff,Hound/German Shepherd Dog,Brown,Dog,3 years 7 months.,Male,Adoption,29/Mar/17,15/Apr/17,17.00
55336,Stray,Fuzz Ball,Domestic Long Hair,Orange,Cat,4 years 11 months.,Male,Adoption,,,
55336,Stray,Fuzz Ball,Domestic Long Hair,Orange,Cat,4 years 11 months.,Male,Adoption,,,
55337,Stray,Sally,Domestic Short Hair,Tabby,Cat,4 years 0 months.,Female,Adoption,,,
55338,Stray,Otis,Hound/Mix,Brown and White,Dog,1 year 10 months.,Male,Adoption,29/Mar/17,22/Apr/17,24.00
55338,Stray,Otis,Hound/Mix,Brown and White,Dog,1 year 10 months.,Male,Adoption,29/Mar/17,28/Apr/17,30.00
55339,Stray,Otis,Hound,Brown,Dog,1 year 9 months.,Male,Adoption,31/Mar/17,1/Apr/17,1.00
55340,Incompatible with owner lifestyle,Stella Blue,Fancy,White and Tan,Rat,1 year 10 months.,Female,Transfer,,,
55341,Incompatible with owner lifestyle,Althea,Fancy,White and Tan,Rat,2 years 3 months.,Female,Transfer,,,
55342,Incompatible with owner lifestyle,Salem,Fancy,White and Black,Rat,1 year 8 months.,Male,Adoption,,,
55343,Incompatible with owner lifestyle,Quatro,Fancy,White and Black,Rat,1 year 8 months.,Male,Adoption,,,
55344,Incompatible with owner lifestyle,Dennis the Menace,Fancy,White and Tan,Rat,1 year 8 months.,Male,Adoption,,,
55345,Incompatible with owner lifestyle,Tatiana,Fancy,White and Tan,Rat,1 year 8 months.,Female,Transfer,,,
55346,Incompatible with owner lifestyle,Susy,Fancy,White and Tan,Rat,1 year 8 months.,Female,Transfer,,,
55347,Incompatible with owner lifestyle,Roxanne,Fancy,White and Black,Rat,1 year 8 months.,Female,Transfer,,,
55348,Incompatible with owner lifestyle,Marilyn,Fancy,White and Black,Rat,1 year 8 months.,Female,Transfer,,,
55349,Incompatible with owner lifestyle,Linnelle,Fancy,White and Grey,Rat,1 year 8 months.,Female,Transfer,,,
55350,Unsuitable Accommodation,Angel,Husky,Grey and White,Dog,3 years 2 months.,Female,Transfer,30/Mar/17,10/Apr/17,11.00
55351,Stray,Oscar,Labrador Retriever/American Bulldog,Brown,Dog,2 years 8 months.,Male,Reclaimed,,,
55351,Stray,Oscar,Labrador Retriever/American Bulldog,Brown,Dog,2 years 8 months.,Male,Adoption,30/Mar/17,25/Mar/18,360.00
55352,Incompatible with owner lifestyle,Dilenne,Domestic Long Hair,Brown and Black,Cat,8 years 9 months.,Female,Adoption,,,
55354,Incompatible with owner lifestyle,Winnie,Domestic Short Hair,Black,Cat,13 years 7 months.,Female,Adoption,,,
55355,Stray,Ria,Domestic Long Hair,Tortie,Cat,12 years 7 months.,Female,Transfer,,,
55357,Unable to Afford,Oreo,Labrador Retriever/Pit Bull Terrier,Black and White,Dog,2 years 5 months.,Female,Adoption,30/Mar/17,12/Apr/17,13.00
55357,Unable to Afford,Oreo,Labrador Retriever/Pit Bull Terrier,Black and White,Dog,2 years 5 months.,Female,Adoption,29/Mar/17,9/Apr/17,11.00
55358,Police Assist,Ki,Shep Mix,Tan,Dog,2 years 9 months.,Male,Adoption,31/Mar/17,6/Apr/17,6.00
55359,Stray,Sharu,Domestic Short Hair,Brown and Black,Cat,9 years 7 months.,Female,Transfer,,,
55360,Unable to Afford,Jinx,Domestic Short Hair,Tortie,Cat,14 years 5 months.,Female,Adoption,,,
55361,Incompatible with owner lifestyle,Sweeny,Siamese/Mix,Seal,Cat,6 years 7 months.,Female,Adoption,,,
55362,Stray,Lucy,Shep Mix,Black,Dog,3 years 7 months.,Female,Reclaimed,,,
55363,Stray,chick,Chicken,White and Black,Bird,1 year 8 months.,Unknown,Adoption,,,
55364,Incompatible with owner lifestyle,Maverick,Terrier,Fawn,Dog,3 years 0 months.,Male,Reclaimed,,,
55365,Incompatible with owner lifestyle,Sprout,Labrador Retriever/Terrier,Golden,Dog,10 years 1 month.,Male,Adoption,31/Mar/17,25/Apr/17,25.00
55366,Incompatible with owner lifestyle,Rafe,Domestic Short Hair,Brown and Black,Cat,2 years 8 months.,Male,Adoption,,,
55369,Unsuitable Accommodation,Mango,Domestic Short Hair,Orange,Cat,11 years 7 months.,Female,Transfer,,,
55370,Abandoned,Mindy,Calico,Tabbico,Cat,1 year 8 months.,Female,Foster,,,
55370,Abandoned,Mindy,Calico,Tabbico,Cat,1 year 8 months.,Female,Foster,,,
55370,Abandoned,Mindy,Calico,Tabbico,Cat,1 year 8 months.,Female,Adoption,,,
55371,Abandoned,Ronan,Calico,Tabby,Cat,3 weeks.,Female,Foster,,,
55371,Abandoned,Ronan,Calico,Tabby,Cat,3 weeks.,Female,Foster,,,
55372,Unsuitable Accommodation,Queen,Chihuahua/Rat Terrier,Tan and White,Dog,3 years 7 months.,Female,Adoption,31/Mar/17,6/Apr/17,6.00
55373,Unsuitable Accommodation,Kai,Pitbull,Blue,Dog,4 years 1 month.,Female,Adoption,31/Mar/17,21/Oct/17,204.00
55375,Stray,Nusan,Domestic Short Hair,White,Cat,1 year 11 months.,Unknown,Transfer,,,
55376,Owner Died,Athena,Domestic Short Hair,Black and White,Cat,3 years 7 months.,Female,Foster,,,
55376,Owner Died,Athena,Domestic Short Hair,Black and White,Cat,3 years 7 months.,Female,Foster,,,
55376,Owner Died,Athena,Domestic Short Hair,Black and White,Cat,3 years 7 months.,Female,Adoption,,,
55377,Owner Died,Aphrodite,Domestic Short Hair,Cream,Cat,1 year 7 months.,Female,Foster,,,
55377,Owner Died,Aphrodite,Domestic Short Hair,Cream,Cat,1 year 7 months.,Female,Adoption,,,
55378,Owner Died,Artemis,Domestic Short Hair,Black,Cat,1 year 7 months.,Female,Foster,,,
55378,Owner Died,Artemis,Domestic Short Hair,Black,Cat,1 year 7 months.,Female,Adoption,,,
55379,Owner Died,Mercury,Domestic Short Hair,Grey,Cat,1 year 7 months.,Male,Foster,,,
55379,Owner Died,Mercury,Domestic Short Hair,Grey,Cat,1 year 7 months.,Male,Adoption,,,
55380,Owner Died,Jupiter,Domestic Short Hair,Grey,Cat,1 year 7 months.,Male,Foster,,,
55380,Owner Died,Jupiter,Domestic Short Hair,Grey,Cat,1 year 7 months.,Male,Adoption,,,
55381,Stray,Rat-ta-tat,Domestic Short Hair,Black,Cat,2 years 7 months.,Male,Adoption,,,
55382,Owner Died,Junetta,Domestic Short Hair,Orange,Cat,8 years 7 months.,Female,Foster,,,
55382,Owner Died,Junetta,Domestic Short Hair,Orange,Cat,8 years 7 months.,Female,Transfer,,,
55383,Owner Died,Emmy,Domestic Short Hair,Tortie,Cat,1 year 7 months.,Female,Foster,,,
55383,Owner Died,Emmy,Domestic Short Hair,Tortie,Cat,1 year 7 months.,Female,Adoption,,,
55384,Owner Died,Henrietta,Domestic Short Hair,Tortie,Cat,1 year 7 months.,Female,Foster,,,
55384,Owner Died,Henrietta,Domestic Short Hair,Tortie,Cat,1 year 7 months.,Female,Adoption,,,
55385,Owner Died,Rowena,Domestic Short Hair,Tortie,Cat,1 year 7 months.,Female,Foster,,,
55385,Owner Died,Rowena,Domestic Short Hair,Tortie,Cat,1 year 7 months.,Female,Transfer,,,
55386,Owner Died,Libby,Domestic Short Hair,Tortie,Cat,1 year 7 months.,Female,Foster,,,
55386,Owner Died,Libby,Domestic Short Hair,Tortie,Cat,1 year 7 months.,Female,Adoption,,,
55389,Stray,Vulcan,Domestic Short Hair,Brown and Black,Cat,3 years 5 months.,Male,Adoption,,,
55391,Stray,Reverend Bell,German Shepherd Dog,Brown and Black,Dog,8 years 7 months.,Male,Reclaimed,,,
55394,Stray,Annie,Shih Tzu,White and Tan,Dog,13 years 7 months.,Female,Reclaimed,,,
55395,Stray,Munster,"Poodle, Miniature/Mix",Black,Dog,7 years 7 months.,Male,Adoption,31/Mar/17,6/Apr/17,6.00
55396,Abandoned,Gray,Domestic Short Hair,Grey and White,Cat,3 weeks.,Female,Foster,,,
55397,Abandoned,Brown,Domestic Short Hair,Brown and Black,Cat,3 weeks.,Female,Foster,,,
55398,Abandoned,White,Domestic Short Hair,White and Black,Cat,3 weeks.,Female,Foster,,,
55399,Abandoned,Black,Domestic Short Hair,Black and White,Cat,1 week.,Female,Foster,,,
55400,Stray,Amos,Coonhound,Tricolour,Dog,13 years 3 months.,Male,Reclaimed,,,
55401,Owner Died,Lil Red,Domestic Short Hair,Orange,Cat,3 years 10 months.,Male,Transfer,,,
55401,Owner Died,Lil Red,Domestic Short Hair,Orange,Cat,3 years 10 months.,Male,Transfer,,,
55402,Incompatible with owner lifestyle,Stanley,Domestic Long Hair,Buff,Cat,11 years 4 months.,Male,Adoption,,,
55404,Stray,Curly Stewart,Akita/German Shepherd Dog,Brown and Black,Dog,6 years 7 months.,Female,Reclaimed,,,
55405,Stray,Roamer,"Schnauzer, Miniature/Poodle",Black and Brown,Dog,2 years 7 months.,Male,Adoption,1/Apr/17,29/Apr/17,28.00
55409,Police Assist,May,English Bulldog,Brown and White,Dog,5 years 7 months.,Unknown,Reclaimed,,,
55410,Stray,Monte,Border Collie,Black and White,Dog,5 years 7 months.,Male,Reclaimed,,,
55411,Stray,Voldy,Domestic Short Hair,Grey,Cat,34 years 7 months.,Unknown,Transfer,,,
55412,Stray,Burrito,Domestic Short Hair,Black and Brown,Cat,34 years 7 months.,Unknown,Transfer,,,
55415,Stray,Birdy,Domestic Short Hair,Brown and Black,Cat,2 years 1 month.,Unknown,Adoption,,,
55416,Stray,Neddy,Domestic Short Hair,Grey and White,Cat,2 years 1 month.,Unknown,Adoption,,,
55419,Stray,Otter(Shakeypudding),Domestic Short Hair,Black,Cat,1 year 7 months.,Female,Foster,,,
55419,Stray,Otter(Shakeypudding),Domestic Short Hair,Black,Cat,1 year 7 months.,Female,Foster,,,
55419,Stray,Otter(Shakeypudding),Domestic Short Hair,Black,Cat,1 year 7 months.,Female,Adoption,,,
55420,Stray,Cheddar,Domestic Short Hair,Orange,Cat,1 year 7 months.,Male,Foster,,,
55420,Stray,Cheddar,Domestic Short Hair,Orange,Cat,1 year 7 months.,Male,Foster,,,
55420,Stray,Cheddar,Domestic Short Hair,Orange,Cat,1 year 7 months.,Male,Adoption,,,
55421,Stray,Jeremiah (Darvarus),Domestic Short Hair,Orange,Cat,1 year 7 months.,Male,Foster,,,
55421,Stray,Jeremiah (Darvarus),Domestic Short Hair,Orange,Cat,1 year 7 months.,Male,Foster,,,
55421,Stray,Jeremiah (Darvarus),Domestic Short Hair,Orange,Cat,1 year 7 months.,Male,Adoption,,,
55421,Stray,Jeremiah (Darvarus),Domestic Short Hair,Orange,Cat,1 year 7 months.,Male,Adoption,,,
55422,Stray,Pizza,Domestic Short Hair,Tortie,Cat,1 year 7 months.,Female,Foster,,,
55422,Stray,Pizza,Domestic Short Hair,Tortie,Cat,1 year 7 months.,Female,Foster,,,
55422,Stray,Pizza,Domestic Short Hair,Tortie,Cat,1 year 7 months.,Female,Adoption,,,
55423,Stray,Cream Puff,Domestic Short Hair,Tortie,Cat,1 year 7 months.,Female,Foster,,,
55423,Stray,Cream Puff,Domestic Short Hair,Tortie,Cat,1 year 7 months.,Female,Foster,,,
55423,Stray,Cream Puff,Domestic Short Hair,Tortie,Cat,1 year 7 months.,Female,Adoption,,,
55425,Injured Wildlife,possum,,Black,Opossum,29 years 7 months.,Unknown,Transfer,,,
55426,Injured Wildlife,Copy of possum,,Black,Opossum,29 years 7 months.,Unknown,Transfer,,,
55427,Injured Wildlife,Copy of Copy of possum,,Black,Opossum,29 years 7 months.,Unknown,Transfer,,,
55428,Injured Wildlife,Copy of Copy of Copy of possum,,Black,Opossum,30 years 0 months.,Unknown,Transfer,,,
55429,Injured Wildlife,Copy of Copy of Copy of Copy of possum,,Black,Opossum,29 years 7 months.,Unknown,Transfer,,,
55430,Stray,DG,Domestic Short Hair,Black,Cat,2 years 3 months.,Female,Adoption,,,
55433,Stray,Starbucks,Hound/Mix,Brown and White,Dog,2 years 1 month.,Male,Adoption,1/Apr/17,3/Apr/17,2.00
55434,Incompatible with owner lifestyle,Star,German Shepherd Dog/Mix,Black,Dog,3 years 0 months.,Female,Adoption,1/Apr/17,7/Apr/17,6.00
55438,Incompatible with owner lifestyle,Jack`s,Domestic Short Hair,Grey and White,Cat,6 years 1 month.,Male,Adoption,,,
55439,Incompatible with owner lifestyle,D.O.G,Pitbull,Black,Dog,3 years 7 months.,Male,Foster,2/Apr/17,11/Apr/17,9.00
55439,Incompatible with owner lifestyle,D.O.G,Pitbull,Black,Dog,3 years 7 months.,Male,Adoption,2/Apr/17,27/Jun/17,86.00
55439,Incompatible with owner lifestyle,D.O.G,Pitbull,Black,Dog,3 years 7 months.,Male,Reclaimed,,,
55440,Incompatible with owner lifestyle,KC,Domestic Short Hair,Black and White,Cat,2 years 7 months.,Female,Adoption,,,
55441,Incompatible with owner lifestyle,Eddie Izzard,Fancy,White and Grey,Rat,2 years 7 months.,Male,Adoption,,,
55442,Stray,Smudge,Domestic Short Hair,White and Black,Cat,6 years 8 months.,Female,Adoption,,,
55444,Stray,Roger,Pitbull/Mix,Brindle and White,Dog,2 years 8 months.,Male,Adoption,2/Apr/17,15/May/17,43.00
55445,Incompatible with owner lifestyle,Vivien,Beagle,Tricolour,Dog,6 years 7 months.,Female,Adoption,3/Apr/17,3/Apr/17,#NUM!
55446,Stray,Hyzenthlay,,Grey and White,Chicken,2 years 7 months.,Female,Adoption,,,
55447,Stray,Momma,Domestic Short Hair,Grey,Cat,3 years 7 months.,Female,Reclaimed,,,
55448,Incompatible with owner lifestyle,Sassy,Domestic Short Hair,Tabbico,Cat,5 years 7 months.,Female,Foster,,,
55448,Incompatible with owner lifestyle,Sassy,Domestic Short Hair,Tabbico,Cat,5 years 7 months.,Female,Adoption,,,
55449,Incompatible with owner lifestyle,Bella,Domestic Medium Hair,White,Cat,1 year 9 months.,Male,Foster,,,
55449,Incompatible with owner lifestyle,Bella,Domestic Medium Hair,White,Cat,1 year 9 months.,Male,Adoption,,,
55450,Incompatible with owner lifestyle,Uncle Toby,Domestic Medium Hair,Orange,Cat,1 year 9 months.,Male,Foster,,,
55450,Incompatible with owner lifestyle,Uncle Toby,Domestic Medium Hair,Orange,Cat,1 year 9 months.,Male,Adoption,,,
55451,Incompatible with owner lifestyle,Zigbert,Domestic Medium Hair,Black and Brown,Cat,1 year 9 months.,Male,Foster,,,
55451,Incompatible with owner lifestyle,Zigbert,Domestic Medium Hair,Black and Brown,Cat,1 year 9 months.,Male,Adoption,,,
55452,Incompatible with owner lifestyle,Leonard,Domestic Medium Hair,Buff,Cat,1 year 9 months.,Male,Foster,,,
55452,Incompatible with owner lifestyle,Leonard,Domestic Medium Hair,Buff,Cat,1 year 9 months.,Male,Adoption,,,
55453,Incompatible with owner lifestyle,Zelda,Coonhound,Tricolour,Dog,4 years 7 months.,Female,Adoption,3/Apr/17,4/Apr/17,1.00
55454,Incompatible with owner lifestyle,Hoss,Shep Mix,Brown,Dog,2 years 1 month.,Male,Adoption,3/Apr/17,22/Apr/17,19.00
55455,Incompatible with owner lifestyle,Sophia,Hound/Shep Mix,Black and Brown,Dog,4 years 7 months.,Female,Adoption,3/Apr/17,23/Apr/17,20.00
55456,Owner Deceased,Butch,Foxhound,Tricolour,Dog,2 years 7 months.,Male,Adoption,3/Apr/17,13/Apr/17,10.00
55456,Owner Deceased,Butch,Foxhound,Tricolour,Dog,2 years 7 months.,Male,Adoption,5/Apr/17,6/Apr/17,1.00
55456,Owner Deceased,Butch,Foxhound,Tricolour,Dog,2 years 7 months.,Male,Adoption,5/Apr/17,6/Apr/17,1.00
55456,Owner Deceased,Butch,Foxhound,Tricolour,Dog,2 years 7 months.,Male,Adoption,5/Apr/17,13/Apr/17,8.00
55456,Owner Deceased,Butch,Foxhound,Tricolour,Dog,2 years 7 months.,Male,Foster,6/Apr/17,6/Apr/17,#NUM!
55456,Owner Deceased,Butch,Foxhound,Tricolour,Dog,2 years 7 months.,Male,Adoption,6/Apr/17,10/Apr/17,4.00
55456,Owner Deceased,Butch,Foxhound,Tricolour,Dog,2 years 7 months.,Male,Reclaimed,,,
55456,Owner Deceased,Butch,Foxhound,Tricolour,Dog,2 years 7 months.,Male,Reclaimed,,,
55456,Owner Deceased,Butch,Foxhound,Tricolour,Dog,2 years 7 months.,Male,Foster,6/Apr/17,6/May/17,30.00
55456,Owner Deceased,Butch,Foxhound,Tricolour,Dog,2 years 7 months.,Male,Adoption,6/Apr/17,7/Apr/17,1.00
55458,Stray,Lady Crush,Hound/Mix,Brindle,Dog,5 years 4 months.,Female,Adoption,7/Apr/17,7/Apr/17,#NUM!
55462,Stray,Mr. Tumnus,Hound,Black and Tan,Dog,2 years 7 months.,Male,Adoption,7/Apr/17,19/Apr/17,12.00
55463,Stray,Smokey Owen,Beagle,Tricolour,Dog,11 years 7 months.,Male,Adoption,8/Apr/17,22/Apr/17,14.00
55464,Stray,Bandit,Basset Hound,Grey and White,Dog,16 years 7 months.,Male,Reclaimed,,,
55465,Stray,Colin Feral,Domestic Short Hair,Grey and White,Cat,29 years 7 months.,Unknown,Transfer,,,
55466,Stray,Lucky/Harden,Pug/Rottweiler,Black and Brown,Dog,3 years 5 months.,Male,Reclaimed,,,
55468,Injured Wildlife,batty,Little Brown Bat,Black,Wildlife,2 years 7 months.,Unknown,Transfer,,,
55469,Abandoned,Hargrove,Domestic Short Hair,White and Tan,Cat,1 year 11 months.,Male,Adoption,,,
55470,Stray,Naga,Domestic Short Hair,Tabbico,Cat,1 year 11 months.,Female,Adoption,,,
55473,Allergies,Pabu,Ferret,Grey,Ferret,2 years 11 months.,Male,Transfer,,,
55475,Incompatible with owner lifestyle,Skoll,Domestic Long Hair,Black and White,Cat,4 years 3 months.,Male,Adoption,,,
55475,Incompatible with owner lifestyle,Skoll,Domestic Long Hair,Black and White,Cat,4 years 3 months.,Male,Adoption,,,
55476,Incompatible with owner lifestyle,Hilary,Domestic Short Hair,White and Grey,Cat,4 years 6 months.,Female,Adoption,,,
55477,Incompatible with owner lifestyle,Luna,Standard,White and Grey,Rat,1 year 8 months.,Female,Adoption,,,
55478,Incompatible with owner lifestyle,Susan,Standard,White and Grey,Rat,1 year 8 months.,Female,Adoption,,,
55479,Stray,Koga,Australian Shepherd,Black and White,Dog,2 years 7 months.,Male,Reclaimed,,,
55482,Stray,Karen,Collie/Mix,Fawn,Dog,3 years 10 months.,Female,Adoption,8/Apr/17,9/Jun/17,62.00
55484,Stray,Maria,Domestic Short Hair,Tabbico,Cat,3 years 7 months.,Female,Reclaimed,,,
55485,Stray,Maddox,Labrador Retriever,Black and White,Dog,10 years 11 months.,Male,Reclaimed,,,
55485,Stray,Maddox,Labrador Retriever,Black and White,Dog,10 years 11 months.,Male,Reclaimed,,,
55490,Unsuitable Accommodation,Princess,Labrador Retriever,Black and White,Dog,2 years 4 months.,Female,Adoption,8/Apr/17,17/Aug/17,131.00
55493,Incompatible with owner lifestyle,Ella,Domestic Short Hair,Orange and White,Cat,6 years 7 months.,Female,Adoption,,,
55495,Incompatible with owner lifestyle,Scruffles,Domestic Medium Hair,Grey,Cat,1 year 9 months.,Male,Foster,,,
55495,Incompatible with owner lifestyle,Scruffles,Domestic Medium Hair,Grey,Cat,1 year 9 months.,Male,Adoption,,,
